Metadata: {"arch":"arm64","console_log":"console.log","dist_size":1561782,"engine":"castl","repository":"https://github.com/PaulBernier/castl.git","revision":"7d6f6c5713493e9fe737fb1435c11f690497fe4c","revision_date":"2017-03-22","version":"1.2.4"}
compat-table/es6/Proxy.handler.deleteProperty.js: TypeError: undefined is not a function
compat-table/es6/Proxy.handler.getOwnPropertyDescriptor.invariants.js: TypeError: undefined is not a function
compat-table/es6/Proxy.handler.getOwnPropertyDescriptor.js: TypeError: undefined is not a function
compat-table/es6/Proxy.handler.getPrototypeOf.invariants.js: TypeError: undefined is not a function
compat-table/es6/Proxy.handler.getPrototypeOf.js: TypeError: undefined is not a function
compat-table/es6/Proxy.handler.get.instances.js: TypeError: undefined is not a function
compat-table/es6/Proxy.handler.get.invariants.js: TypeError: undefined is not a function
compat-table/es6/Proxy.handler.get.js: TypeError: undefined is not a function
compat-table/es6/Proxy.handler.has.instances.js: TypeError: undefined is not a function
compat-table/es6/Proxy.handler.has.invariants.js: TypeError: undefined is not a function
compat-table/es6/Proxy.handler.has.js: TypeError: undefined is not a function
compat-table/es6/Proxy.handler.isExtensible.invariants.js: TypeError: undefined is not a function
compat-table/es6/Proxy.handler.isExtensible.js: TypeError: undefined is not a function
compat-table/es6/Proxy.handler.ownKeys.invariants.js: TypeError: undefined is not a function
compat-table/es6/Proxy.handler.ownKeys.js: TypeError: undefined is not a function
compat-table/es6/Proxy.handler.preventExtensions.invariants.js: TypeError: undefined is not a function
compat-table/es6/Proxy.handler.preventExtensions.js: TypeError: undefined is not a function
compat-table/es6/Proxy.handler.setPrototypeOf.invariants.js: TypeError: undefined is not a function
compat-table/es6/Proxy.handler.setPrototypeOf.js: TypeError: undefined is not a function
compat-table/es6/Proxy.handler.set.instances.js: TypeError: undefined is not a function
compat-table/es6/Proxy.handler.set.invariants.js: TypeError: undefined is not a function
compat-table/es6/Proxy.handler.set.js: TypeError: undefined is not a function
compat-table/es6/Proxy.no-prototype.js: TypeError: undefined is not a function
compat-table/es6/Proxy.revocable.js: TypeError: Cannot read property 'revocable' of undefined
compat-table/es6/Reflect.apply.js: TypeError: Cannot read property 'apply' of undefined
compat-table/es6/Reflect.construct.Array-subclassing.js: TypeError: Cannot read property 'construct' of undefined
compat-table/es6/Reflect.construct.Function-subclassing.js: TypeError: Cannot read property 'construct' of undefined
compat-table/es6/Reflect.construct.Promise-subclassing.js: TypeError: Cannot read property 'construct' of undefined
compat-table/es6/Reflect.construct.RegExp-subclassing.js: TypeError: Cannot read property 'construct' of undefined
compat-table/es6/Reflect.construct.js: TypeError: Cannot read property 'construct' of undefined
compat-table/es6/Reflect.construct.new-target.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/Reflect.construct.third-argument.js: TypeError: Cannot read property 'construct' of undefined
compat-table/es6/Reflect.defineProperty.js: TypeError: Cannot read property 'defineProperty' of undefined
compat-table/es6/Reflect.deleteProperty.js: TypeError: Cannot read property 'deleteProperty' of undefined
compat-table/es6/Reflect.getOwnPropertyDescriptor.js: TypeError: Cannot read property 'getOwnPropertyDescriptor' of undefined
compat-table/es6/Reflect.getPrototypeOf.js: TypeError: Cannot read property 'getPrototypeOf' of undefined
compat-table/es6/Reflect.get.js: TypeError: Cannot read property 'get' of undefined
compat-table/es6/Reflect.has.js: TypeError: Cannot read property 'has' of undefined
compat-table/es6/Reflect.isExtensible.js: TypeError: Cannot read property 'isExtensible' of undefined
compat-table/es6/Reflect.ownKeys.string.js: TypeError: Cannot read property 'ownKeys' of undefined
compat-table/es6/Reflect.ownKeys.symbol.js: failed: exception: ...formance/compat-table/es6/.Reflect.ownKeys.symbol.js.lua:7: attempt to call global 'Symbol' (a nil value)
compat-table/es6/Reflect.preventExtensions.js: TypeError: Cannot read property 'preventExtensions' of undefined
compat-table/es6/Reflect.setPrototypeOf.js: TypeError: Cannot read property 'setPrototypeOf' of undefined
compat-table/es6/Reflect.set.js: TypeError: Cannot read property 'set' of undefined
compat-table/es6/RegExp.Symbol.species.js: TypeError: Cannot read property 'species' of undefined
compat-table/es6/RegExp.prototype.Symbol.match.js: TypeError: Cannot read property 'match' of undefined
compat-table/es6/RegExp.prototype.Symbol.replace.js: TypeError: Cannot read property 'replace' of undefined
compat-table/es6/RegExp.prototype.Symbol.search.js: TypeError: Cannot read property 'search' of undefined
compat-table/es6/RegExp.prototype.Symbol.split.js: TypeError: Cannot read property 'split' of undefined
compat-table/es6/RegExp.prototype.flags.js: failed
compat-table/es6/Set.Symbol.species.js: TypeError: Cannot read property 'species' of undefined
compat-table/es6/Set.constructor-accepts-null.js: TypeError: undefined is not a function
compat-table/es6/Set.constructor-arguments.js: TypeError: undefined is not a function
compat-table/es6/Set.constructor-invokes-add.js: TypeError: Cannot read property 'prototype' of undefined
compat-table/es6/Set.constructor-requires-new.js: TypeError: undefined is not a function
compat-table/es6/Set.iterator-closing.js: TypeError: Cannot read property 'prototype' of undefined
compat-table/es6/Set.iterator-prototype-chain.js: TypeError: undefined is not a function
compat-table/es6/Set.js: TypeError: undefined is not a function
compat-table/es6/Set.prototype-not-instance.js: TypeError: undefined is not a function
compat-table/es6/Set.prototype.Symbol.iterator.js: TypeError: Cannot read property 'prototype' of undefined
compat-table/es6/Set.prototype.add-returns-this.js: TypeError: undefined is not a function
compat-table/es6/Set.prototype.clear.js: TypeError: Cannot read property 'prototype' of undefined
compat-table/es6/Set.prototype.delete.js: TypeError: Cannot read property 'prototype' of undefined
compat-table/es6/Set.prototype.entries.js: TypeError: Cannot read property 'prototype' of undefined
compat-table/es6/Set.prototype.forEach.js: TypeError: Cannot read property 'prototype' of undefined
compat-table/es6/Set.prototype.keys.js: TypeError: Cannot read property 'prototype' of undefined
compat-table/es6/Set.prototype.size.js: TypeError: undefined is not a function
compat-table/es6/Set.prototype.values.js: TypeError: Cannot read property 'prototype' of undefined
compat-table/es6/Set.zero-key.js: TypeError: undefined is not a function
compat-table/es6/String.fromCodePoint.js: failed
compat-table/es6/String.iterator-prototype-chain.js: TypeError: Cannot read property 'iterator' of undefined
compat-table/es6/String.prototype.Symbol.iterator.js: TypeError: Cannot read property 'iterator' of undefined
compat-table/es6/String.prototype.codePointAt.js: failed
compat-table/es6/String.prototype.endsWith.js: failed
compat-table/es6/String.prototype.endsWith.throws-regex.js: failed
compat-table/es6/String.prototype.includes.js: failed
compat-table/es6/String.prototype.normalize.js: failed
compat-table/es6/String.prototype.repeat.js: failed
compat-table/es6/String.prototype.startsWith.js: failed
compat-table/es6/String.prototype.startsWith.throws-regex.js: failed
compat-table/es6/String.raw.js: failed
compat-table/es6/Symbol.JSON.stringify.object.js: failed: exception: ...ce/compat-table/es6/.Symbol.JSON.stringify.object.js.lua:27: attempt to call global 'Symbol' (a nil value)
compat-table/es6/Symbol.JSON.stringify.primitive.js: failed: exception: ...compat-table/es6/.Symbol.JSON.stringify.primitive.js.lua:8: attempt to call global 'Symbol' (a nil value)
compat-table/es6/Symbol.Object.js: failed: exception: /zoo/conformance/compat-table/es6/.Symbol.Object.js.lua:7: attempt to call global 'Symbol' (a nil value)
compat-table/es6/Symbol.String.js: failed: exception: /zoo/conformance/compat-table/es6/.Symbol.String.js.lua:6: attempt to call global 'Symbol' (a nil value)
compat-table/es6/Symbol.defineProperty.js: failed: exception: ...nformance/compat-table/es6/.Symbol.defineProperty.js.lua:8: attempt to call global 'Symbol' (a nil value)
compat-table/es6/Symbol.global-registry.js: TypeError: Cannot read property 'for' of undefined
compat-table/es6/Symbol.hidden-keys.js: failed: exception: .../conformance/compat-table/es6/.Symbol.hidden-keys.js.lua:8: attempt to call global 'Symbol' (a nil value)
compat-table/es6/Symbol.js: failed: exception: /zoo/conformance/compat-table/es6/.Symbol.js.lua:8: attempt to call global 'Symbol' (a nil value)
compat-table/es6/Symbol.no-coerce.js: failed: exception: /zoo/conformance/compat-table/es6/.Symbol.no-coerce.js.lua:7: attempt to call global 'Symbol' (a nil value)
compat-table/es6/Symbol.no-new.js: failed: exception: /zoo/conformance/compat-table/es6/.Symbol.no-new.js.lua:7: attempt to call global 'Symbol' (a nil value)
compat-table/es6/Symbol.prototype.js: failed: exception: /zoo/conformance/compat-table/es6/.Symbol.prototype.js.lua:7: attempt to call global 'Symbol' (a nil value)
compat-table/es6/Symbol.typeof.js: failed: exception: /zoo/conformance/compat-table/es6/.Symbol.typeof.js.lua:6: attempt to call global 'Symbol' (a nil value)
compat-table/es6/WeakMap.accept-primitives.js: TypeError: undefined is not a function
compat-table/es6/WeakMap.constructor-accepts-null.js: TypeError: undefined is not a function
compat-table/es6/WeakMap.constructor-arguments.js: TypeError: undefined is not a function
compat-table/es6/WeakMap.constructor-invokes-set.js: TypeError: Cannot read property 'prototype' of undefined
compat-table/es6/WeakMap.constructor-requires-new.js: TypeError: undefined is not a function
compat-table/es6/WeakMap.frozen-keys.js: TypeError: undefined is not a function
compat-table/es6/WeakMap.iterator-closing.js: failed
compat-table/es6/WeakMap.js: TypeError: undefined is not a function
compat-table/es6/WeakMap.no-clear.js: TypeError: Cannot read property 'prototype' of undefined
compat-table/es6/WeakMap.prototype-not-instance.js: TypeError: undefined is not a function
compat-table/es6/WeakMap.prototype.delete.js: TypeError: Cannot read property 'prototype' of undefined
compat-table/es6/WeakMap.prototype.set-returns-this.js: TypeError: undefined is not a function
compat-table/es6/WeakSet.accept-primitives.js: TypeError: undefined is not a function
compat-table/es6/WeakSet.constructor-accepts-null.js: TypeError: undefined is not a function
compat-table/es6/WeakSet.constructor-arguments.js: TypeError: undefined is not a function
compat-table/es6/WeakSet.constructor-invokes-add.js: TypeError: Cannot read property 'prototype' of undefined
compat-table/es6/WeakSet.constructor-requires-new.js: TypeError: undefined is not a function
compat-table/es6/WeakSet.iterator-closing.js: failed
compat-table/es6/WeakSet.js: TypeError: undefined is not a function
compat-table/es6/WeakSet.no-clear.js: TypeError: Cannot read property 'prototype' of undefined
compat-table/es6/WeakSet.prototype-not-instance.js: TypeError: undefined is not a function
compat-table/es6/WeakSet.prototype.add-returns-this.js: TypeError: undefined is not a function
compat-table/es6/WeakSet.prototype.delete.js: TypeError: Cannot read property 'prototype' of undefined
compat-table/es6/annex-b.RegExp.prototype.compile.js: failed
compat-table/es6/annex-b.RegExp.prototype.compile.returns-this.js: failed: exception: ...s6/.annex-b.RegExp.prototype.compile.returns-this.js.lua:8: attempt to call method 'compile' (a nil value)
compat-table/es6/annex-b.String.prototype.html.existence.js: failed
compat-table/es6/annex-b.String.prototype.html.lowercase.js: failed: exception: ...able/es6/.annex-b.String.prototype.html.lowercase.js.lua:10: attempt to call local '_f' (a nil value)
compat-table/es6/annex-b.String.prototype.html.quotes-escaped.js: failed
compat-table/es6/annex-b.function.hoisted-block-level.js: failed
compat-table/es6/annex-b.function.if-statement.js: OK
compat-table/es6/annex-b.function.labeled.js: OK
compat-table/es6/annex-b.html-comments.js: OK
compat-table/es6/annex-b.regex.backreferences-octal.js: OK
compat-table/es6/annex-b.regex.hyphens.js: failed: exception: /zoo/dist/arm64/castl-dist/castl/prototype/regexp.lua:60: invalid range in character class (pattern offset: 6)
compat-table/es6/annex-b.regex.incomplete-patterns.js: OK
compat-table/es6/annex-b.regex.invalid-char-escapes.js: failed
compat-table/es6/annex-b.regex.invalid-control-escapes.js: TypeError: Cannot read property '0' of null
compat-table/es6/annex-b.regex.invalid-hex-escapes.js: TypeError: Cannot read property '0' of null
compat-table/es6/annex-b.regex.invalid-unicode-escapes.js: failed: exception: /zoo/dist/arm64/castl-dist/castl/prototype/regexp.lua:60: PCRE2 does not support \F, \L, \l, \N{name}, \U, or \u (pattern offset: 4)
compat-table/es6/annex-b.regex.octal-escapes.js: OK
compat-table/es6/annex-b.__proto__.Object.prototype.absent-from-null.js: OK
compat-table/es6/annex-b.__proto__.Object.prototype.descriptor.js: failed
compat-table/es6/annex-b.__proto__.Object.prototype.getOwnPropertyNames.js: failed
compat-table/es6/annex-b.__proto__.Object.prototype.get.js: failed
compat-table/es6/annex-b.__proto__.Object.prototype.hasOwnProperty.js: failed
compat-table/es6/annex-b.__proto__.Object.prototype.set.js: failed
compat-table/es6/annex-b.__proto__.literals.js: failed
compat-table/es6/annex-b.__proto__.literals.multiple-error.js: OK
compat-table/es6/annex-b.__proto__.literals.not-computed.js: failed
compat-table/es6/annex-b.__proto__.literals.not-shorthand-method.js: failed
compat-table/es6/annex-b.__proto__.literals.not-shorthand-property.js: failed
compat-table/es6/arrow.0-params.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/arrow.1-param.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/arrow.5-param.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/arrow.bind.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/arrow.lexical-arguments.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/arrow.lexical-super.constructor.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/arrow.lexical-super.methods.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/arrow.lexical-this.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/arrow.new-target.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/arrow.no-line-break.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/arrow.no-prototype.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/arrow.precedence.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/arrow.this-call-apply.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/class.accessor-properties.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/class.anonymous.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/class.block-scoped.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/class.computed-accessor-properties.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/class.computed-names-tdz.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/class.computed-prototype-methods.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/class.computed-static-accessor-properties.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/class.computed-static-methods.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/class.constructor-requires-new.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/class.constructor.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/class.expression.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/class.extends-expressions.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/class.extends-null.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/class.extends.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/class.implicit-strict.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/class.lexical-name.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/class.methods-not-enumerable.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/class.new-target.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/class.optional-semicolons.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/class.prototype-methods.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/class.statement.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/class.static-accessor-properties.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/class.static-methods.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/class.string-keyed-methods.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/const.basic.js: OK
compat-table/es6/const.block-scoped.js: failed
compat-table/es6/const.for-in.js: OK
compat-table/es6/const.for-loop.js: failed
compat-table/es6/const.for-of.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/const.no-redefine.js: failed
compat-table/es6/const.no-statement.js: OK
compat-table/es6/const.shadow.js: OK
compat-table/es6/const.strict.basic.js: OK
compat-table/es6/const.strict.block-scoped.js: failed
compat-table/es6/const.strict.for-in.js: OK
compat-table/es6/const.strict.for-loop.js: failed
compat-table/es6/const.strict.for-of.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/const.strict.no-redefine.js: failed
compat-table/es6/const.strict.no-statement.js: OK
compat-table/es6/const.strict.shadow.js: OK
compat-table/es6/const.strict.tdz.js: failed
compat-table/es6/const.tdz.js: failed
compat-table/es6/default-params.arguments.js: OK
compat-table/es6/default-params.basic.js: failed
compat-table/es6/default-params.explicit-undefined.js: failed
compat-table/es6/default-params.new-function.js: failed: exception: /zoo/dist/arm64/castl-dist/castl/constructor/function.lua:68: [string "local this,a = 1,b = 2 = ...;..."]:1: unexpected symbol near '='
compat-table/es6/default-params.refer-previous.js: failed
compat-table/es6/default-params.separate-scope.js: failed: exception: ...e/compat-table/es6/.default-params.separate-scope.js.lua:9: attempt to call local 'a' (a nil value)
compat-table/es6/default-params.tdz.js: failed
compat-table/es6/destructuring-assign.array.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-assign.astral-string.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-assign.chained-iterable.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-assign.chained-object.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-assign.computed-properties.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-assign.defaults.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-assign.empty-patterns.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-assign.generator.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-assign.iterable-expression.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-assign.iterable-instance.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-assign.iterable.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-assign.iterator-closing.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-assign.nested-rest.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-assign.nested.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-assign.object-expression.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-assign.object-primitives.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-assign.object.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-assign.parenthesised-error.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-assign.rest.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-assign.sparse-array.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-assign.string.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-assign.throws-null-undefined.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-assign.trailing-comma-iterable.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-assign.trailing-comma-object.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-decl.array.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-decl.astral-string.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-decl.catch.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-decl.computed-properties.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-decl.defaults-tdz.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-decl.defaults.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-decl.for-in.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-decl.for-of.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-decl.generator.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-decl.iterable-instance.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-decl.iterable.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-decl.iterator-closing.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-decl.multiple-var.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-decl.nested.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-decl.object-primitives.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-decl.object.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-decl.rest.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-decl.sparse-array.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-decl.string.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-decl.throws-null-undefined.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-decl.trailing-comma-iterable.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-decl.trailing-comma-object.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-params.aliased-defaults-arrow.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-params.arguments.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-params.array.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-params.astral-string.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-params.computed-properties.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-params.defaults-new-function.js: failed: exception: /zoo/dist/arm64/castl-dist/castl/constructor/function.lua:68: [string "local this,{a = 1, b = 0, c = 3, x:d = 0, y:e..."]:1: '<name>' expected near '{'
compat-table/es6/destructuring-params.defaults-separate-scope.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-params.defaults.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-params.duplicate-identifier.js: OK
compat-table/es6/destructuring-params.empty-patterns.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-params.generator.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-params.iterable-instance.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-params.iterable.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-params.iterator-closing.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-params.length.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-params.nested.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-params.new-function.js: failed: exception: /zoo/dist/arm64/castl-dist/castl/constructor/function.lua:68: [string "local this,{a, x:b, y:e},[c, d] = ...;..."]:1: '<name>' expected near '{'
compat-table/es6/destructuring-params.object-primitives.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-params.object.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-params.rest.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-params.shorthand-defaults-arrow.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-params.sparse-array.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-params.string.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-params.throws-null-undefined.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-params.trailing-comma-iterable.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/destructuring-params.trailing-comma-object.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/for-of.array.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/for-of.astral-string.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/for-of.generator.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/for-of.iterable-instance.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/for-of.iterable.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/for-of.iterator-closing-break.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/for-of.iterator-closing-throw.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/for-of.sparse-array.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/for-of.string.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/function.block-level-decl.js: failed
compat-table/es6/generators.basic.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/generators.constructor.js: failed: exception: /zoo/dist/arm64/castl-dist/castl/prototype/string.lua:419: invalid capture index
compat-table/es6/generators.expression.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/generators.no-new-this.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/generators.prototype-chain.js: TypeError: Object.getPrototypeOf called on non-object
compat-table/es6/generators.prototype.js: TypeError: Object.getPrototypeOf called on non-object
compat-table/es6/generators.return.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
